pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2026-04-03,82.4,-3.55,4.68,"Sewald, Paul",621566,623149,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,1,0,2026,1.04,0.47,1.3006582484574274,1.1087624452951843,,,,0,9,Top,,,,,,,8.802547469531815,-119.61450085586712,-2.1938694111627983,8.021035648448196,25.48438707335978,-27.423219351227026,3.37183399,1.701673228,,,,81.9,2434,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.21,,,,,,,,59,2,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,79,-0.005,0.077,,,,-0.077,,-1,1,0.163,0.837,36,32,36,32,1,3,,,,,2.93,-1.04,1.04,,,,,,
ST,2026-04-03,82.4,-3.54,4.74,"Sewald, Paul",621566,623149,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,0,0,2026,1.12,0.44,1.021718263265964,1.6476831658630782,,,,0,9,Top,,,,,,,7.99973108184927,-119.73979062082856,-1.1192869973843382,9.096069460978097,24.4807091980928,-27.9433027212596,3.37183399,1.701673228,,,,82.2,2399,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.17,,,,,,,,59,1,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,81,-0.002,0.041,,,,-0.041,,-1,1,0.165,0.835,36,32,36,32,1,3,,,,,2.94,-1.12,1.12,,,,,,
FF,2026-04-03,90.5,-3.64,4.44,"Sewald, Paul",645277,623149,home_run,hit_into_play,,,,,6,Ozzie Albies homers (2) on a fly ball to right field.,R,L,R,AZ,ATL,X,,fly_ball,0,1,2026,-1.3,1.01,0.4518099275455758,2.404457703213108,,,,0,9,Top,238.65,91.35,,,,,12.857682959096913,-131.12316546497277,-1.0724544275015366,-17.809341481219782,28.837411733656147,-20.55118106706173,2.984801509,1.506348425,382,105.6,29,90.0,2543,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.2,0.903,1.839,2.0,1,0,3,6,58,2,4-Seam Fastball,0,0,0,0,1,0,1,0,Standard,Standard,239,-0.344,1.154,72.8,7.2,3.575,-1.154,105.6,0,0,0.509,0.491,36,29,36,29,1,3,,,,,1.81,1.3,-1.3,,16.066973191400574,-10.8521855458709,36.09958241702246,28.0960626365164,40.52991113683589
ST,2026-04-03,80.4,-3.53,4.62,"Sewald, Paul",645277,623149,,swinging_strike,,,,,14,Swinging Strike,R,L,R,AZ,ATL,S,,,0,0,2026,1.09,0.6,1.0394861959491632,1.194653612433568,,,,0,9,Top,,,,,,,7.891843284438987,-116.92835781400072,-1.8376065942488888,8.465115964078416,22.498001910243435,-26.53494367475644,2.984801509,1.506348425,,,,80.3,2472,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.17,,,,,,,,58,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,89,0.009,-0.039,60.1,8.4,,0.039,,0,0,0.5,0.5,36,29,36,29,1,3,,,,,2.94,-1.09,1.09,,30.725807798780103,-43.49591830596388,37.312056194825374,23.06948898018663,57.17312816504614
CH,2026-04-03,89.5,-1.49,5.93,"Suarez, Robert",606466,663158,field_out,hit_into_play,,,,,8,Ketel Marte lines out to right fielder Ronald Acuña Jr.,R,L,R,AZ,ATL,X,9,line_drive,1,0,2026,-1.3,0.69,-0.2376751133557721,1.7504288521663252,,,,2,8,Bot,191.97,93.33,,,,,5.901780200010308,-130.2605777469363,-5.6309324097637,-16.059112083753142,26.26701703231366,-23.37429350557692,3.218249672,1.624163386,308,99.2,17,90.5,1955,6.8,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.7,0.486,0.535,0.0,1,0,0,4,57,2,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,233,-0.028,-0.297,70.9,7.9,0.782,0.297,99.2,0,0,0.528,0.528,35,32,35,33,1,3,,,,,2.15,1.3,-1.3,,15.766900011122225,-7.116089254957796,30.478446938739083,34.10424252611509,42.75983879771663
FC,2026-04-03,94.5,-1.56,6.07,"Suarez, Robert",606466,663158,,ball,,,,,11,Ball,R,L,R,AZ,ATL,B,,,0,0,2026,0.14,0.89,-0.5314257726591881,3.5347561332927064,,,,2,8,Bot,,,,,,,2.346181911623919,-137.6520573757745,-2.82944600694394,1.345905641596161,28.75593755405959,-20.39223726567632,3.218249672,1.624163386,,,,95.5,2405,6.7,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.81,,,,,,,,57,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,190,0.002,0.037,,,,-0.037,,0,0,0.526,0.526,35,32,35,33,1,3,,,,,1.64,-0.14,0.14,,,,,,
CH,2026-04-03,88.9,-1.35,6.09,"Suarez, Robert",694374,663158,field_out,hit_into_play,,,,,7,"Tim Tawa grounds out, third baseman Austin Riley to first baseman Matt Olson.",R,R,R,AZ,ATL,X,5,ground_ball,0,2,2026,-1.32,0.86,-0.7975618031884883,1.909647621106893,,,,1,8,Bot,94.22,167.24,,,,,4.193096741367046,-129.38814791196654,-5.853666764443501,-15.652728704573132,27.388173169286944,-21.429831373742047,3.162959318,1.596259843,25,103.8,-3,89.6,1887,6.8,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.74,0.391,0.352,0.0,1,0,0,2,56,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,232,-0.022,-0.163,75.4,7.1,0.435,0.163,103.8,0,0,0.548,0.548,35,27,35,27,1,2,,,,,2.02,1.32,1.32,,8.99547115427092,-15.31834900854457,37.77361157396157,24.86257442176228,31.36215742857144
CH,2026-04-03,89.5,-1.44,6.01,"Suarez, Robert",694374,663158,,foul,,,,,13,Foul,R,R,R,AZ,ATL,S,,,0,1,2026,-1.35,0.65,-0.5676654067052813,1.3849670158550336,,,,1,8,Bot,,,,,,,5.083895336698823,-130.21596243460655,-6.61424932023908,-16.422837301226366,27.535156614845107,-23.568451321685743,3.162959318,1.596259843,6,78.7,-14,90.5,1864,7.0,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.55,,,,,,,,56,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,229,-0.009,-0.052,75.6,8.3,,0.052,88.0,0,0,0.557,0.557,35,27,35,27,1,2,,,,,2.2,1.35,1.35,,23.741185228333983,-26.34775976290616,37.80364851025894,28.677971295205268,41.854149269405625
FF,2026-04-03,97.3,-1.14,6.23,"Suarez, Robert",694374,663158,,called_strike,,,,,2,Called Strike,R,R,R,AZ,ATL,S,,,0,0,2026,-0.39,1.42,0.2308460166586552,3.222106936923125,,,,1,8,Bot,,,,,,,4.576306906554483,-141.59796857955973,-5.686097057133387,-6.323452396342831,33.828997892391136,-11.922102062732224,3.162959318,1.596259843,,,,97.9,2406,6.8,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.74,,,,,,,,56,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204,-0.005,-0.039,,,,0.039,,0,0,0.562,0.562,35,27,35,27,1,2,,,,,0.99,0.39,0.39,,,,,,
FF,2026-04-03,98.8,-1.43,6.04,"Suarez, Robert",467793,663158,field_out,hit_into_play,,,,,2,Carlos Santana pops out to shortstop Mauricio Dubón.,R,L,R,AZ,ATL,X,6,popup,2,0,2026,-0.59,1.41,-0.1244278895227493,2.9829828125576605,,,,0,8,Bot,131.86,137.79,,,,,4.960591717604867,-143.7066286449714,-6.063503622416284,-9.354110619664665,35.16882653461247,-11.407789713352674,3.108546588,1.568799213,158,89.7,65,99.6,2348,6.9,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.64,0.003,0.003,0.0,1,0,0,3,55,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,209,-0.065,-0.378,64.6,7.8,0.005,0.378,89.7,0,0,0.627,0.627,35,40,35,40,1,2,,,,,0.94,0.59,-0.59,,18.550085919157628,-6.597606573977529,23.609330275191176,39.294487425179774,31.319779459264097
FF,2026-04-03,99.1,-1.2,6.0,"Suarez, Robert",467793,663158,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,1,0,2026,-0.72,1.42,0.4770009369628736,0.9351517813701464,,,,0,8,Bot,,,,,,,6.313240361878088,-143.72764334670677,-11.581933856801246,-11.534107726897046,34.38540352541345,-9.889622088724256,3.108546588,1.568799213,,,,99.9,2472,7.0,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.51,,,,,,,,55,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,212,0.013,0.077,,,,-0.077,,0,0,0.614,0.614,35,40,35,40,1,2,,,,,0.92,0.72,-0.72,,,,,,
FF,2026-04-03,97.2,-1.36,6.14,"Suarez, Robert",467793,663158,,ball,,,,,12,Ball,R,L,R,AZ,ATL,B,,,0,0,2026,-0.43,1.45,1.9091688780275369,2.969726507512528,,,,0,8,Bot,,,,,,,9.71433503260502,-141.14426397612334,-6.165920340074581,-7.964560991251198,33.19989173671327,-11.514541695596398,3.108546588,1.568799213,,,,97.9,2401,6.9,825103,686948,621566,645277,663586,643289,573262,671739,660670,53.63,,,,,,,,55,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,202,0.006,0.041,,,,-0.041,,0,0,0.608,0.608,35,40,35,40,1,2,,,,,0.98,0.43,-0.43,,,,,,
CH,2026-04-03,92.5,-1.73,5.79,"Morillo, Juan",686948,666661,field_out,hit_into_play,,,,,7,Drake Baldwin lines out sharply to center fielder Alek Thomas.,R,L,R,AZ,ATL,X,8,line_drive,0,0,2026,-1.42,0.65,-0.6061971784684828,2.094542740556503,,,,2,8,Top,90.1,78.12,,,,,5.953835471122533,-134.5584220619507,-4.830470078625132,-18.54530744644661,29.84183418632719,-23.353763824857477,3.205962927,1.617962598,313,105.0,16,92.3,2201,6.2,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.29,0.551,0.641,0.0,1,0,0,5,54,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,242,0.026,-0.26,77.1,7.3,0.968,0.26,105.0,0,0,0.582,0.418,27,25,27,25,1,3,,,,,2.02,1.42,-1.42,,9.756482773347813,11.673714998021032,32.08561198316539,43.85467149191281,25.0802129819902
SI,2026-04-03,99.3,-1.83,5.74,"Morillo, Juan",660670,666661,field_out,hit_into_play,,,,,13,"Ronald Acuña Jr. grounds out, second baseman Ketel Marte to first baseman Carlos Santana.",R,R,R,AZ,ATL,X,4,ground_ball,1,0,2026,-1.31,1.06,-0.8634479147728198,1.8232106222857216,,,,1,8,Top,123.02,149.34,,,,,5.74321517681354,-144.32678449212074,-7.558123460360384,-19.71369405869121,36.09489594686466,-15.746979646176609,3.200697179,1.615305118,7,60.8,-13,98.9,2132,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.21,0.091,0.088,0.0,1,0,0,2,53,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,206,0.041,-0.293,77.2,7.1,0.106,0.293,88.0,0,0,0.541,0.4589999999999999,27,28,27,29,1,3,,,,,1.27,1.31,1.31,,-5.611313629864832,17.3404339199981,45.217945341628905,24.666561507548884,23.599352067324872
SI,2026-04-03,99.7,-1.73,5.74,"Morillo, Juan",660670,666661,,ball,,,,,13,Ball,R,R,R,AZ,ATL,B,,,0,0,2026,-1.32,0.99,-0.7644232247634182,0.8822747081553413,,,,1,8,Top,,,,,,,5.790223335763435,-144.76310855527075,-9.977288651635764,-19.97115241156737,36.70435742964904,-16.063003284626035,3.200697179,1.615305118,,,,99.3,2140,6.4,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.11,,,,,,,,53,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,205,-0.005,0.039,,,,-0.039,,0,0,0.546,0.4539999999999999,27,28,27,29,1,3,,,,,1.33,1.32,1.32,,,,,,
FF,2026-04-03,98.2,-1.7,5.78,"Morillo, Juan",573262,666661,strikeout,swinging_strike,,,,,11,Mike Yastrzemski strikes out swinging.,R,L,R,AZ,ATL,S,2,,0,2,2026,-0.27,1.47,-0.3651060640235601,3.714560121325477,,,,0,8,Top,,,,,,,4.220535186158522,-142.94760421729129,-3.3803105537751725,-4.778407815811708,35.47835251189356,-11.549224888585838,3.125221457,1.577214567,,,,97.8,2223,6.2,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.26,,0.0,0.0,1,0,0,,52,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,208,0.028,-0.165,66.7,6.2,,0.165,,0,0,0.518,0.482,27,35,27,36,1,0,,,,,0.91,0.27,-0.27,,1.4540401808649588,27.2596273735491,20.589578867347917,37.2148880577692,16.219268725831952
CH,2026-04-03,93.2,-1.77,5.77,"Morillo, Juan",573262,666661,,foul,,,,,8,Foul,R,L,R,AZ,ATL,S,,,0,1,2026,-1.32,0.73,0.2574438185010166,1.5434096351861717,,,,0,8,Top,,,,,,,8.046277392065559,-135.389462553141,-6.427813635201877,-17.937626590392153,29.606493423567105,-22.00789828277932,3.125221457,1.577214567,262,82.2,44,92.9,2300,6.2,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.3,,,,,,,,52,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,241,0.011,-0.055,72.0,8.3,,0.055,88.0,0,0,0.507,0.493,27,35,27,36,1,0,,,,,1.91,1.32,-1.32,,19.06773617608604,-23.565267900704697,33.18137150457515,31.39535319496561,44.39039740970743
FF,2026-04-03,98.0,-1.71,5.82,"Morillo, Juan",573262,666661,,swinging_strike,,,,,11,Swinging Strike,R,L,R,AZ,ATL,S,,,0,0,2026,-0.59,1.41,-0.0224195298782768,3.349033227847117,,,,0,8,Top,,,,,,,5.895808449111434,-142.57535666531834,-4.301405917312704,-9.447297684617483,34.40331327569412,-12.164346949870888,3.125221457,1.577214567,,,,97.8,2234,6.3,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.19,,,,,,,,52,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,213,0.007,-0.039,72.2,6.8,,0.039,,0,0,0.5,0.5,27,35,27,36,1,0,,,,,0.97,0.59,-0.59,,7.199594378225623,10.851445691639414,26.301557401246725,35.46825984371169,26.07459399772098
FF,2026-04-03,94.6,1.54,6.57,"Lee, Dylan",543510,669276,strikeout,swinging_strike,,,,,6,James McCann strikes out swinging.,R,R,L,AZ,ATL,S,2,,0,2,2026,0.72,1.76,0.4001087942015175,2.304815939473436,,,677950,2,7,Bot,,,,,,,-4.578786886193912,-137.42003007321006,-9.10650408235748,10.232937039387984,33.66918719365363,-8.011178061860102,3.280561024,1.655610236,,,,94.0,2513,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.22,,0.0,0.0,1,0,0,,51,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,-0.025,-0.174,78.1,6.8,,0.174,,0,0,0.525,0.525,31,36,32,36,1,2,,,,,0.82,0.72,-0.72,,6.367366448259189,2.7960516184403965,38.60379478921851,40.507719269818814,32.51956535449064
FF,2026-04-03,93.5,1.8,6.53,"Lee, Dylan",543510,669276,,swinging_strike,,,,,6,Swinging Strike,R,R,L,AZ,ATL,S,,,0,1,2026,0.73,1.74,0.2786371808202039,2.253648155559813,,,677950,2,7,Bot,,,,,,,-5.504079847478963,-135.7466290097285,-8.852633046513782,10.259723351828656,32.14734466021475,-8.879319335587867,3.280561024,1.655610236,,,,93.0,2472,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.19,,,,,,,,51,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152,-0.01,-0.055,77.4,7.2,,0.055,,0,0,0.535,0.535,31,36,32,36,1,2,,,,,0.9,0.73,-0.73,,7.2352468758422095,5.991212335615478,39.573806170156764,39.37409200614993,28.170642671815425
FF,2026-04-03,90.9,1.79,6.55,"Lee, Dylan",543510,669276,,foul,,,,,6,Foul,R,R,L,AZ,ATL,S,,,0,0,2026,0.68,1.75,0.6675392585799014,2.610964646919268,,,677950,2,7,Bot,,,,,,,-4.235544683738776,-132.06039578628312,-7.480623184362606,8.853907385889071,29.804062804401404,-10.29848133148577,3.280561024,1.655610236,198,73.1,23,90.5,2397,6.2,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.25,,,,,,,,51,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,153,-0.006,-0.042,72.2,7.3,,0.042,88.0,0,0,0.541,0.541,31,36,32,36,1,2,,,,,1.03,0.68,-0.68,,11.999487204358765,-3.813756402143956,35.1556454623211,43.27612737746578,31.97671653072172
SL,2026-04-03,82.3,1.86,6.54,"Lee, Dylan",677950,669276,single,hit_into_play,,,,,4,Alek Thomas singles on a ground ball to center fielder Michael Harris II.,R,L,L,AZ,ATL,X,8,ground_ball,0,0,2026,-0.12,0.45,-0.5321705237960476,2.2342721370734275,,,,2,7,Bot,138.33,83.57,,,,,-5.12741344073531,-119.80437905152688,-3.934551803992038,-0.1743907266921097,22.124340638039275,-27.249118299514056,3.072563976,1.550639764,17,99.0,-7,82.4,2120,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.24,0.285,0.256,0.9,1,1,0,2,50,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,168,0.02,0.325,67.4,7.2,0.3,-0.325,99.0,0,0,0.521,0.521,31,26,32,26,1,2,,,,,2.9,-0.12,-0.12,,7.086236589915704,9.694628118627213,28.311636720418264,42.5216668316767,26.5098339356445
SL,2026-04-03,83.9,1.86,6.59,"Lee, Dylan",571448,669276,field_out,hit_into_play,,,,,7,Nolan Arenado flies out to left fielder Eli White.,R,R,L,AZ,ATL,X,7,fly_ball,0,2,2026,-0.13,0.55,-0.337830876831804,1.966598084380431,,,,1,7,Bot,48.49,89.16,,,,,-4.757892863592704,-122.17993770178198,-5.191086307976251,-0.4657803811770394,22.85388689408592,-25.855102654042025,3.277050525,1.653838583,331,94.3,41,84.2,2152,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.19,0.029,0.051,0.0,1,0,0,3,49,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,144,-0.017,-0.163,70.3,9.0,0.09,0.163,94.3,0,0,0.538,0.538,31,35,32,35,1,2,,,,,2.67,-0.13,0.13,,20.72540826064748,-25.86545978642575,36.13938743791259,34.85446586046058,43.97887891331754
SL,2026-04-03,83.6,1.87,6.6,"Lee, Dylan",571448,669276,,swinging_strike,,,,,13,Swinging Strike,R,R,L,AZ,ATL,S,,,0,1,2026,-0.1,0.52,-0.5808706663289003,0.7713042427837213,,,,1,7,Bot,,,,,,,-5.36983351014485,-121.5412717840436,-7.727282820204641,0.0980703121696452,24.18155867270653,-25.678176282260598,3.277050525,1.653838583,,,,83.4,2230,6.2,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.26,,,,,,,,49,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,156,-0.008,-0.052,68.0,9.5,,0.052,,0,0,0.546,0.546,31,35,32,35,1,2,,,,,2.75,-0.1,0.1,,33.55176307782075,-38.38684227255442,38.66991914257219,31.179548757067323,55.57174438075581
SL,2026-04-03,82.9,1.94,6.58,"Lee, Dylan",571448,669276,,called_strike,,,,,7,Called Strike,R,R,L,AZ,ATL,S,,,0,0,2026,-0.26,0.31,-0.4251589155150246,1.721778523048684,,,,1,7,Bot,,,,,,,-4.794498841889422,-120.56568945900575,-4.914376071712717,-1.5391123892621528,25.474712668849893,-28.34499941247657,3.277050525,1.653838583,,,,82.4,2155,6.2,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.33,,,,,,,,49,1,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,139,-0.004,-0.039,,,,0.039,,0,0,0.55,0.55,31,35,32,35,1,2,,,,,3.03,-0.26,0.26,,,,,,
FF,2026-04-03,93.4,1.67,6.56,"Lee, Dylan",672515,669276,field_out,hit_into_play,,,,,8,Gabriel Moreno flies out to right fielder Ronald Acuña Jr.,R,R,L,AZ,ATL,X,9,fly_ball,2,1,2026,0.76,1.62,0.1120960282461097,1.830662483267805,,,,0,7,Bot,163.92,126.21,,,,,-5.665577237068735,-135.64441382938134,-9.808477501212693,10.640413303611238,27.79193035523348,-10.219681024456582,3.071686352,1.55019685,206,95.2,62,93.7,2340,6.4,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.1,0.011,0.011,0.0,1,0,0,3,48,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151,-0.044,-0.305,79.8,8.0,0.016,0.305,95.2,0,0,0.594,0.594,31,26,32,26,1,2,,,,,0.99,0.76,-0.76,,20.01063121928289,-11.680635022763155,36.89780978147927,35.35052719621693,42.205517759511245
CH,2026-04-03,84.6,2.11,6.42,"Lee, Dylan",672515,669276,,ball,,,,,14,Ball,R,R,L,AZ,ATL,B,,,1,1,2026,0.93,1.07,1.1698247700893702,1.6818856081856386,,,,0,7,Bot,,,,,,,-4.044206656810823,-123.11696242004832,-6.642522152673554,10.254441969576972,23.81286452998192,-20.192413939595134,3.071686352,1.55019685,,,,84.8,1605,6.4,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.14,,,,,,,,48,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,139,0.008,0.055,,,,-0.055,,0,0,0.586,0.586,31,26,32,26,1,2,,,,,2.11,0.93,-0.93,,,,,,
SL,2026-04-03,83.1,1.94,6.58,"Lee, Dylan",672515,669276,,swinging_strike,,,,,13,Swinging Strike,R,R,L,AZ,ATL,S,,,1,0,2026,-0.12,0.61,-0.9484412554652172,1.1662204655753845,,,,0,7,Bot,,,,,,,-6.29365498958721,-120.89560475050102,-6.923924370526646,-0.062795371908888,21.352618184121106,-25.11118403408597,3.071686352,1.55019685,,,,83.4,2051,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.24,,,,,,,,48,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,146,-0.008,-0.05,66.2,9.0,,0.05,,0,0,0.594,0.594,31,26,32,26,1,2,,,,,2.67,-0.12,0.12,,32.424443528879586,-74.53348133040465,36.80551945482453,,
SL,2026-04-03,83.3,2.06,6.55,"Lee, Dylan",672515,669276,,ball,,,,,13,Ball,R,R,L,AZ,ATL,B,,,0,0,2026,-0.26,0.66,-0.8821247315034901,0.8609021033534661,,,,0,7,Bot,,,,,,,-6.146927811424655,-121.0367421143444,-7.666330080876901,-1.4158969971148625,22.49856250262373,-24.40665178433503,3.071686352,1.55019685,,,,83.4,2073,6.3,825103,641680,621566,645277,663586,643289,642201,671739,660670,54.17,,,,,,,,48,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,143,0.006,0.041,,,,-0.041,,0,0,0.588,0.588,31,26,32,26,1,2,,,,,2.62,-0.26,0.26,,,,,,
FF,2026-04-03,90.9,1.24,5.95,"Rodriguez, Eduardo",671739,593958,field_out,hit_into_play,,,,,7,"Michael Harris II grounds out, second baseman Ketel Marte to first baseman Carlos Santana.",R,L,L,AZ,ATL,X,4,ground_ball,2,0,2026,0.36,1.44,-0.6668490026678793,1.6846482030178986,,,,2,7,Top,145.94,155.07,,,,,-5.53667306032329,-132.15897509133256,-7.710808391187876,5.420486439192299,27.24117664396713,-13.799996755127545,3.181389436,1.605561024,11,93.6,-9,91.3,2242,6.5,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.0,0.209,0.203,0.0,1,0,0,2,47,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,0.026,-0.362,75.2,8.7,0.252,0.362,93.6,0,0,0.562,0.4379999999999999,33,25,33,25,3,2,,,,,1.31,0.36,0.36,,7.566979264990551,-1.1369256500052791,32.45316891984686,46.3347695414996,30.073255572991915
FC,2026-04-03,89.3,1.31,5.89,"Rodriguez, Eduardo",671739,593958,,ball,,,,,13,Ball,R,L,L,AZ,ATL,B,,,1,0,2026,-0.05,0.86,-0.777278560301261,0.2259592625776345,,,,2,7,Top,,,,,,,-4.987778706933307,-129.75260601325718,-9.485882914718662,0.4582331680207153,26.93784934139696,-20.69013477592852,3.181389436,1.605561024,,,,89.6,2252,6.6,825103,543510,467793,606466,571448,672695,694374,677950,682998,53.94,,,,,,,,47,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,157,-0.004,0.065,,,,-0.065,,0,0,0.566,0.434,33,25,33,25,3,2,,,,,2.01,-0.05,-0.05,,,,,,
CH,2026-04-03,83.4,1.2,6.05,"Rodriguez, Eduardo",671739,593958,,ball,,,,,13,Ball,R,L,L,AZ,ATL,B,,,0,0,2026,1.32,0.48,-0.5765354109214684,0.4556727281925541,,,,2,7,Top,,,,,,,-6.668439981193384,-121.01937301476504,-7.011831722596193,14.261344999810287,25.48885437444481,-26.20125246160459,3.181389436,1.605561024,,,,83.2,1794,6.5,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.0,,,,,,,,47,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,132,-0.002,0.037,,,,-0.037,,0,0,0.568,0.432,33,25,33,25,3,2,,,,,2.84,1.32,1.32,,,,,,
CH,2026-04-03,83.7,1.43,5.97,"Rodriguez, Eduardo",643289,593958,strikeout,swinging_strike,,,,,14,Mauricio Dubón strikes out swinging.,R,R,L,AZ,ATL,S,2,,2,2,2026,1.53,0.28,1.4806647339565429,2.156994479178519,,,,1,7,Top,,,,,,,-2.9502606561966327,-121.79729432152337,-2.6515782685657068,15.70756863793736,26.61118065322037,-29.057622591375875,3.17085794,1.600246063,,,,83.5,1895,6.4,825103,543510,467793,606466,571448,672695,694374,677950,682998,54.1,,0.0,0.0,1,0,0,,46,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,125,0.025,-0.228,62.5,7.0,,0.228,,0,0,0.543,0.4569999999999999,33,31,33,32,3,2,,,,,3.0,1.53,-1.53,,-9.172063548335773,32.24488469752716,24.721760627150108,51.52762087256026,7.646661872594465
